Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32734/mars-and-venus?ctx=b51c00ed-5073-437c-895c-40a27fbe05b0&idx=0,Mars and Venus,Nicolas Poussin,https://collections.mfa.org/objects/32734/mars-and-venus,,about 1630,Oil on canvas,154.9 x 213.7 cm (61 x 84 1/8 in.),40.89,ON VIEW,Augustus Hemenway Fund and Arthur William Wheelwright Fund,Europe,Paintings,"Poussin was the foremost French painter of the seventeenth century, although he spent almost his entire career in Rome. His restrained and idealizing style, inspired by the art of classical antiquity and the Renaissance, influenced the course of French painting for three hundred years. This allegory of the triumph of love over war shows Mars, god of war, enraptured by Venus, goddess of love, while her attendant Cupids make playthings of his weapons and armor. In its harmonious landscape, warm tonalities, and sensuous mood, this early work demonstrates Poussin's deep admiration of painters of the Venetian Renaissance.","1689, Carlo Antonio dal Pozzo (b. 1606 - d. 1689), Rome [see note 1], by descent to his son, Gabriele dal Pozzo (d. 1695), Rome [see note 2], by descent to his widow, Anna Teresa Benzoni, Marchesa Lancellotti de'Ginnetti, Rome [see note 3], 1730, sold in Florence, either to Henry Furnese (d. 1756), Gunnersbury Park, England or to his cousin, Robert Furnese (b. before 1697 - d. 1733), 2d Bt., from whom it passed to Henry Furnese (d. 1756), Gunnersbury Park, February 4, 1758, posthumous Henry Furnese sale, Prestage, London, lot 55, to Simon Harcourt, 1st Earl Harcourt (b. 1714 - d. 1777), Nuneham, England [see note 4], until 1940, by descent within the family, 1940, sold by Lord Harcourt, through Roland and Delbanco, London, to the MFA for $25,000. (Accession Date: April 11, 1940);NOTES;[1] This has been identified with the Mars and Venus in Carlo Antonio dal Pozzo's posthumous inventory of 1689. See Francis Haskell and Sheila Rinehart, ""The Dal Pozzo Collection, Some New Evidence, Part I"" Burlington Magazine 102 (July, 1960): 318-326, esp. Appendix 2, p. 324. How he acquired it is not known. Both he and his brother, Cassiano del Pozzo, were friends and patrons of Poussin, and both possessed art collections. Cassiano left his art collection to his brother upon his death in 1657, but its contents were not recorded, so it is not known if the Mars and Venus had been included. For further on Carlo Antonio, see Donatella L. Sparti, ""Carlo Antonio dal Pozzo (1606-1689): An Unknown Collector,"" Journal of the History of Collections 2, no. 1 (1990): 7-20.;[2] The painting appears in an inventory of his collection, made shortly after his death in 1695 (no. 100, ""Altro quadro di 7, e 9 con La favola di monsù Pusino""), see Arnauld Brejon de Lavergnée, ""Tableaux de Poussin et d'autres artistes français dans la collection Dal Pozzo: deux inventaires inédits,"" Revue de l'Art 19 (1973): 79-96 and Timothy J. Standring, ""Some Pictures in the Dal Pozzo Collection: Three New Inventories,"" Burlington Magazine 130 (August, 1988): 611-613.;[3] In 1729 an inventory of the collection was drawn up, when the Marchesa retained custody of the picture collection for her son and Gabriele's heir, Cosimo Antonio Dal Pozzo (d. 1740), Mars and Venus appears as ""Bacchanale,"" see Standring (as above, n. 2). A legal declaration of 1731 records that in 1730 four pictures by Poussin, held by the Marchesa, were sold to Englishmen in Florence. As Standring has shown, the Mars and Venus was among them, and the purchaser was probably either Robert Furnese or his cousin, the collector Henry Furnese.;[4] The name of the purchaser is recorded in a copy of the auction catalogue. Also see Edward William Harcourt, ed., ""The Harcourt Papers"" (Oxford, 1880-1905), vol. 3, p. 233."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34458/the-scourging-of-christ?ctx=69f0e9b4-9088-41af-8cec-802d1d50a802&idx=0,The Scourging of Christ,Giulio Cesare Procaccini,https://collections.mfa.org/objects/34458/the-scourging-of-christ,,1615/16-1618,Oil on canvas,216.6 x 148.9 cm (85 1/4 x 58 5/8 in.),1981.353,ON VIEW,"Juliana Cheney Edwards Collection, by exchange",Europe,Paintings,"Procaccini’s shallow, claustrophobic composition—with threatening faces half hidden in the shadows—pushes this scene outward, off the canvas. In 17th-century Italy, paintings like this were meant to confront viewers with Christ’s suffering and inspire emotion (and devotion). Here the artist emphasizes the tortured Christ’s agony, bathing his twisted body in cold, harsh light.","About 1615/1616, probably commissioned by Pedro de Toledo Osorio (b. 1546 - d. 1627), Governor of Milan and, in 1618, taken to Spain [see note]. 1981, sold by Somerville and Simpson, Ltd., London, to the MFA. (Accession Date: September 16, 1981);NOTE;Odette d'Albo, ""I Governatori Spagnoli a Milano e Le Arti: Pedro de Toledo, Giulio Cesare Procaccini e le 'Historie Grandi della Vitta di Nostro Signore,' "" Nuovi Studi 20 (2014): 145-164, has suggested that the MFA painting is one in a series of thirteen canvases depicting the Passion of Christ, commissioned by Pedro de Toledo Osorio from Procaccini. The commission is mentioned in a letter from Fabio II Visconti Borromeo to Giovan Carlo Doria (January 31, 1616), and the group of paintings is mentioned in Osorio's inventory of 1625 and in a posthumous inventory of about 1627."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33913/landscape-with-goats?ctx=b3376a79-9e6b-42a7-95e5-d071483da8d3&idx=0,Landscape with Goats,Adam Pijnacker,https://collections.mfa.org/objects/33913/landscape-with-goats,,about 1660,Oil on canvas,96.9 x 84.5 cm (38 1/8 x 33 1/4 in.),65.615,NOT ON VIEW,Bequest of Mrs. Jasper Whiting,Europe,Paintings,"Although Pijnacker’s paintings exhibit the characteristics of Dutch Italianate landscapes, there are no known documents that confirm he ever visited in Italy. Instead, he may have developed his luminous compositions infused with a golden-colored light from the works of artists like Jan Both. Though undated, this painting was assuredly executed around 1660, about the time the artist moved from Schiedam to Amsterdam. Pijnacker’s paintings of this period were executed on a larger scale than his earlier works and—as is evident in this painting—often feature giant cabbage leaves in the foreground, distant mountain views, and prominently-placed birch trees.","Possibly Pierre Louis Paul Randon de Boisset (b. 1708 - d. 1776), Paris, February 3, 1777, possibly posthumous Randon de Boisset sale, Pierre Remy, Paris, lot 103 [see note 1]. 1809, possibly Pierre Grand-Pré, Paris, February 16-24, 1809, possibly Grand-Pré sale, Paris, lot 95a, to Alexandre-Joseph Paillet (b. 1743 - d. 1814), Paris. With James McClure and Son, Glasgow [see note 2]. Thos. Agnew and Sons, London [see note 3]. By 1949, Marion Schlesinger (Mrs. Jasper) Whiting (b. 1880 - d. 1965), Boston, 1965, bequest of Mrs. Jasper Whiting to the MFA. (Accession Date: May 20, 1965);NOTES;[1] On the early provenance of the painting, see Laurie B. Harwood, ""Adam Pynacker (c. 1620 - 1673)"" (Doornspijk, 1988), pp. 111-112, cat. no. B4. [2] A label on the reverse of the painting, now partially obliterated, reads ""James McClure & Son /...to her majesty / carvers, gilders, printsellers / 90, St. Vincent Street, Glasgow."" James McClure is known to have been active in the second half of the nineteenth century. [3] On the reverse of the stretcher is a label from Agnew and the remains of an old, English language label that is largely illegible."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33319/portrait-of-a-man-seated-in-an-armchair-said-to-be-william?ctx=2a099ce8-dec6-42c8-98a4-31e19dbd3ec2&idx=0,Portrait of a Man Seated in an Armchair (said to be William Fairlie),Sir Henry Raeburn,https://collections.mfa.org/objects/33319/portrait-of-a-man-seated-in-an-armchair-said-to-be-william,,about 1795,Oil on canvas,127 x 101.6 cm (50 x 40 in.),48.590,ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,"Unlike his fellow Scot, Allan Ramsay, Sir Henry Raeburn worked exclusively in Scotland. He lacked traditional training in draftsmanship, but his vigorous, sympathetic, and direct portraits are deftly painted with broad and thick brushstrokes. His works often feature seated male sitters.","By descent within the family of the sitter to Mrs. J. Cunningham, December 1, 1910, sold by Mrs. Cunningham to Thomas Agnew and Sons, London (stock no. 3523) [see note 1], August 11, 1911, sold by Agnew to Marczell von Nemes (b. 1866 - d. 1930), Budapest and Munich. 1913, acquired by a Mr. Brunner [see note 2]. 1915, Ehrich Galleries, New York [see note 3]. 1916, Doll and Richards, Boston, March 21, 1916, sold by Doll and Richards to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTES;[1] Sold as a portrait of ""Mr. Fairlie of Fairlie.;[2] When John Taylor Spaulding acquired the portrait in 1916, Ehrich Galleries forwarded him a letter (December 20, 1913) from Raeburn scholar James Greig to a Mr. Brunner (no address) congratulating him on his ""possession of the portrait of Mr. Fairlie.;[3] Included in the ""Exhibition of Paintings by Gainsborough, Reynolds, Raeburn"" (Ehrich Galleries, New York, March 22-April 10, 1915)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32515/the-paterson-children?ctx=e002a063-d8eb-43b6-a44f-27cae8a40440&idx=0,The Paterson Children,After: Sir Henry Raeburn,https://collections.mfa.org/objects/32515/the-paterson-children,,,Oil on canvas,127.3 x 101 cm (50 1/8 x 39 3/4 in.),35.1219,NOT ON VIEW,Gift of Frederick L. Jack,Europe,Paintings,,"By 1919, Agnew's (?), London, England, UK (original version of picture passed through Agnew's three times between 1913 and 1918, this version has not been identified in stock records [see note 1]). 1935, Frederick L. Jack, 1935, MFA (gift of Jack). (Accession Date: April 18, 1935);NOTES;[1] The original of this picture went through Agnew's as follows: February 5, 1913, Agnew's (from C. Patterson), May 26, 1913, Arthur Henderson (from Agnew's), November 6, 1913, Agnew's (from Arthur Henderson), February 4, 1914, L.R. Bevan (from Agnew's), January 15, 1917, Agnew's (from G.L. Bevan), March 13, 1918, Hon. Mrs. Ronald Greville (lived at Polesden Lacey, from Agnew's). The painting in Boston MFA is not found in Agnew's records from 1913 - 1920, so ""Agnew's, 1919"" might be referring to the original picture."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/563890/portrait-of-a-lady-as-a-shepherdess?ctx=e890ca94-b8db-4a4f-b0f1-c788589eae2f&idx=0,Portrait of a Lady as a Shepherdess,Allan Ramsay,https://collections.mfa.org/objects/563890/portrait-of-a-lady-as-a-shepherdess,Scottish,late 1740s-early 1750s,Oil on canvas,50 x 40 in. (127 x 101.6 cm),2012.627,ON VIEW,Henry H. and Zoe Oliver Sherman Fund,Europe,Paintings,"This painting is an early work by Ramsay, a leading mid-18th-century British portraitist. Ramsay derived the sitter’s pose from a 17th-century portrait by Anthony van Dyck, the influential Flemish artist who served as court portraitist to Charles I in the 1630s and early ’40s. The Young woman is shown in the guise of a shepherdess, a convention in portraiture that resonated with romantic notions of pastoral simplicity popular in England at the time. The sitter may be Margaret, Ramsay’s second wife, with whom he eloped in 1752.","Mrs. Colt (possibly Mrs. Jane Colt, Gartsherrie House, Scotland?). Lucius O’Callaghan (b. 1877 – d. 1954), Dublin;October 12, 1956, posthumous O’Callaghan sale, Christie’s, London, lot 203, to Agnew’s, London;1957, sold by Agnew’s to a private collection, England. January 24, 2012, anonymous sale, Christie’s, South Kensington, lot 265, to Philip Mould, London;2012, sold by Philip Mould to the MFA. (Accession Date: October 24, 2012)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33898/centaur?ctx=2c878580-37e1-41cd-85be-c397a50a2296&idx=0,Centaur,Odilon Redon,https://collections.mfa.org/objects/33898/centaur,,1895–1900,Pastel on canvas,73 x 60.3 cm (28 3/4 x 23 3/4 in.),64.2206,NOT ON VIEW,Gift of Laurence K. Marshall,Europe,Pastels,"Romantic and literary in his interests, Redon was attracted by the ambiguous and the mythological. In his work, he aimed to raise ""the spirit into the realms of mystery, into the anxiety of the unresolved, and into the delicious world of uncertainty."" Pastel, with its rich but subdued colors and chalky texture was Redon's preferred medium for his often otherworldly images. The centaur, a mythological creature with a man's torso attached to a horse's body, appears frequently in his work.","By 1925, Gustave Fayet (b. 1865 - d. 1925), Béziers, France, by 1948, sold from the Fayet collection, possibly through his son-in-law, Paul Bacou, to Jacques Dubourg, Paris [see note 1], January 1959, sold by Dubourg to Laurence K. Marshall, Boston, 1964, gift of Laurence K. Marshall to the MFA. (Accession Date: December 9, 1964);NOTES;[1] Gustave Fayet was a prominent collector of Redon's work. A painting entitled ""The Centaur"" of 1910 was lent by Fayet's son-in-law, Paul Bacou, to ""The Exhibition of Paintings by Odilon Redon,"" Wildenstein, London, January 1938, cat. no. 33, whether this is identical with MFA no. 64.2206 -- an undated pastel on canvas -- is not certain. However, a letter from Jacques Dubourg to Lucretia H. Giese of the MFA (September 6, 1969) in the curatorial file states that the picture ""was bought by me along with other pastels by Redon from [Fayet's] collection."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/675925/lange-du-destin-the-angel-of-destiny?ctx=2828f094-2f36-4f85-b7d1-d87e19625bb7&idx=0,L'Ange du Destin (The Angel of Destiny),Odilon Redon,https://collections.mfa.org/objects/675925/lange-du-destin-the-angel-of-destiny,French,about 1899,Oil on canvas,91 × 81 cm (35 13/16 × 31 7/8 in.),2019.2,ON VIEW,Charles H. Bayley Fund,,Paintings,,"February 28, 1899, sold by the artist to Ambroise Vollard (dealer, b. 1866 – d. 1939), Paris (stock nos. 4338 and 4007) [see note 1], 1939, probably by inheritance to Vollard’s mistress, Mme. de Galéa, and her son, Robert de Galéa, Poissy and Chantilly, France [see note 2], after about 1949, probably sold by Robert de Galéa [see note 3]. About 1962/1963, in Italy [see note 4]. By 1963, Alexander Donskoi and Andrée Stassart, Paris, December 6, 1963, Donskoi sale, Palais Galliera, Paris, lot 72, possibly bought in or repurchased by Andrée Stassart, Paris, 1971 or later, sold by Stassart [see note 5]. 2012, sold by a private collection, Turin, to a private collection, Paris, 2018, consigned by this private collection to Nicholas Hall (dealer), New York, 2019, sold by Nicholas Hall to the MFA. (Accession Date: February 20, 2019);NOTES;[1] This has been identified as one of 17 paintings sold by Redon to Ambroise Vollard on February 28, 1899, for fr.1000 (“Mauvais ange accroupi sorte de barque ou des ailes”). It was given stock no. 4,338 in Vollard’s Stockbook B (1904-1907) (Vollard Archives, Paris, Archives nationales, MS 421 (4,5), and no. 4007 in Vollard’s ""1922 Inventory"" (1922-1938, Paris, Wildenstein Plattner Institute, Fonds WPI). The painting’s stretcher bears Vollard’s label numbered 4007.;[2] Exhibited by Andrée Stassart, Accrochage 2 (Paris, 1971), with the provenance “de Galea”.;[3] Vollard’s collection was divided at his death and inherited by his brother, Lucien, and the son of his mistress, Mme. de Galéa. The collection was kept together in M. de Galéa’s homes in Poissy and Chantilly during World War II, and was dispersed after 1949. See James Rorimer, Survival: The Salvage and Protection of Art in War (New York, 1950), pp. 85-86 and Maryline Assante di Panzillo, « The Dispersal of the Vollard Collection, » in Cezanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde (exh. cat., MMA, 2006), pp. 258-262.;[4] The back of the canvas bears Italian export stamps, dated January 1963.;[5] The painting was lent to the exhibition “Odilon Redon” (May-July 1963), Bernheim-Jeune, by M. and Mme. A.-N. Donskoi, who sold it through Palais Galliera. Donskoi, or Donskoy, and his wife, Andrée Stassart, both worked as dealers in Paris. The painting was included in numerous commercial gallery exhibitions between 1966 and 1971, at which date it was identified as belonging to the “collection Andrée Stassart.”"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33320/large-green-vase-with-mixed-flowers?ctx=89fd0f21-dd80-46ac-aefe-781dda6b95f6&idx=0,Large Green Vase with Mixed Flowers,Odilon Redon,https://collections.mfa.org/objects/33320/large-green-vase-with-mixed-flowers,,1910–12,Pastel on paper,74.3 x 62.2 cm (29 1/4 x 24 1/2 in.),48.591,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Pastels,"Although Redon worked almost exclusively in black and white until he was fifty years old, he later became a bold and original colorist. He often painted macabre and supernatural subjects, and here a conventional still-life motif appears almost otherworldly, with the vase floating in ambiguous space and the colors more brilliant than any found in nature. Pastel produces deep, radiant hues, and Redon has maximized their intensity by juxtaposing complementary colors (yellow and purple, green and red), so that the flowers fairly glow.","1925, Etienne Bignou (dealer, b. 1891 - d. 1950), Paris. William Alexander Cargill (d. 1962), Glasgow [see note 1]. November 12, 1928, sold by De Hauke and Co., Inc., New York, to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTES;[1] According to De Hauke and Co. the pastel came ""from the collection of M. Etienne Bignou, Paris, 1925"" and ""from the collection of William A. C., Esq., Glasgow."" This is almost certainly the collector William Cargill."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/48634/sketch-for-automedon-with-the-horses-of-achilles?ctx=2abd1c9a-fdef-4725-97f2-59f6844942c8&idx=0,Sketch for Automedon with the Horses of Achilles,Henri Regnault,https://collections.mfa.org/objects/48634/sketch-for-automedon-with-the-horses-of-achilles,,1867,Oil on canvas,45.72 x 37.85 cm (18 x 14 7/8 in.),1998.65,NOT ON VIEW,Grant Walker Fund,Europe,Paintings,,"November 20, 1997, sale, Christie's, London, lot 271. James MacKinnon, London [from Christie's sale?];1998, sold by MacKinnon to the MFA. (Accession Date: June 24, 1998)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32665/artist-in-his-studio?ctx=d50b4c6e-c27f-4294-bea9-aa0ecd7ad408&idx=0,Artist in his Studio,Rembrandt Harmensz. van Rijn,https://collections.mfa.org/objects/32665/artist-in-his-studio,,about 1628,Oil on panel,24.8 x 31.7cm (9 3/4 x 12 1/2in.),38.1838,ON VIEW,Zoe Oliver Sherman Collection given in memory of Lillie Oliver Poor,Europe,Paintings,"In this small painting, the young Rembrandt seems to represent the daunting moments of conception and decision necessary to the creation of a work of art. An artist confronts his easel in a studio bare of everything except his essential tools. This drama, with its emphasis on thought rather than action, is intensified by the expressive use of light and shadow. The painting's daring perspective is also important: the distant figure of the painter seems dwarfed by his work, looming large in the foreground.","Chevalier Antoine de la Roque (b. 1672 - d. 1744), Paris, April, 1745, posthumous La Roque sale, Gersaint, Paris, lot 65, to Nelson. 1773, Le Favre and Jean Baptiste Pierre Le Brun (b. 1748 - d. 1813), Paris, January 11, 1773, Le Favre and Le Brun sale, Basan, Paris, lot 25. George Douglas (b. 1761 - d. 1827), 16th Earl of Morton and his wife, Susan Elizabeth Buller-Yarde-Buller (b. 1793 - d. 1849), Countess of Morton, Dalmahoy House, Kirknewton, Midlothian, Scotland [see note 1], April 27, 1850, Countess of Morton sale, Christie's, London, lot 70, not sold [see note 2], passed to the Countess of Morton's brother, John Buller-Yarde-Buller (b. 1799 - d. 1871), 1st Baron Churston, Lupton, Devonshire, until 1925, by descent within the family, June 26, 1925, Lord Churston and others sale, Christie's, London, lot 14, sold for £1417.10 to Zink, probably for Robert Langton Douglas (b. 1864 - d. 1951), London [see note 3]. By 1926, Zoë Oliver (Mrs. Henry S.) Sherman, Boston [see note 4], 1938, gift of Zoë Oliver Sherman to the MFA. (Accession Date: December 31, 1938);NOTES;[1] In the 1926 Churston sale catalogue, the painting is said to be ""formerly in the collection of the Right Hon. The Earl of Morton, at Dalmahoy, Kirknewton, Midlothian."" The seller of the collection in 1850 was his (deceased) wife, the Dowager Countess of Morton.;[2] The painting brought only six guineas when it was put up for auction in 1850.;[3] Although published sale results give the purchaser as ""Zink,"" Robert Langton Douglas is said to have acquired the painting by C. Hofstede de Groot, ""Rembrandt's Painter in His Studio,"" Burlington Magazine 47, no. 272 (November, 1925): p. 265.;[4] First published in her collection by W. R. Valentiner, ""Two Early Self-Portraits by Rembrandt,"" Art in America 14 (1926): p. 118, fig. 1."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32684/evangelist-writing?ctx=f68ffa96-223f-4906-8544-f0214878a4fd&idx=0,Evangelist Writing,Circle Of: Rembrandt Harmensz. van Rijn,https://collections.mfa.org/objects/32684/evangelist-writing,,,Oil on canvas,104.5 x 84.5 cm (41 1/8 x 33 1/4 in.),39.581,NOT ON VIEW,Bartlett Collection—Museum purchase with funds from the Francis Bartlett Donation of 1912,Europe,Paintings,,"Thomas Emmerson (dealer), London. Mrs. Hall, London. Thomas Humphry Ward (b. 1845 - d. 1926), London [see note 1]. 1897, Sedelmeyer Gallery, Paris [see note 2]. 1905, Lawrie and Co., London, January 28, 1905, Lawrie sale, Christie's, London, lot 101, bought in by Lawrie at £2205. 1909, Sulley and Co., London [see note 3]. Possibly James Stillman (b. 1850 - d. 1918), New York, possibly by inheritance to his son, Charles Chauncey Stillman (b. 1877 - d. 1926), New York, February 3, 1927, posthumous Stillman sale, American Art Association, New York, lot 26, sold for $78,000 to John Ringling, New York and Sarasota, FL, 1939, sold by the estate of John Ringling to the MFA for $85,000. (Accession Date: May 11, 1939);NOTES;[1] Early provenance information is taken from C. Hofstede de Groot, A Catalogue Raisonné of the Most Eminent Dutch Painters of the Seventeenth Century, trans. Edward Hawke (London, 1916), vol. 6, pp. 126-127, cat. no. 183, and has not been verified. The painting is also said to have been exhibited at Manchester, 1857. A Rembrandt, ""Young Man in a Turban"" was lent to Manchester in this year, but it is unlikely to have been the MFA painting. It was lent by Robert Napier, and -- as this painting was described in his collection catalogue of 1865 -- it measured 34 x 30 inches, was signed and dated 1642, and did not otherwise match the description of the MFA canvas. [2] ""100 Paintings by Old Masters"" (Paris: Sedelmeyer Gallery, 1897), p. 40, cat. no. 33. [3] W. R. Valentiner, Rembrandt: Die Meisters Gemälde, 3d ed. (Stuttgart and Leipzig, 1909), p. 458."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33564/maria-bockenolle-wife-of-johannes-elison?ctx=13bc2e65-bdb2-4144-8f2a-353d32967725&idx=0,Maria Bockenolle (Wife of Johannes Elison),Rembrandt Harmensz. van Rijn,https://collections.mfa.org/objects/33564/maria-bockenolle-wife-of-johannes-elison,,1634,Oil on canvas,174.9 x 124.1 cm (68 7/8 x 48 7/8 in.),56.511,ON VIEW,William K. Richardson Fund,Europe,Paintings,"During his early years in Amsterdam, Rembrandt's innovative and fashionable portrait paintings were a key factor in his growing reputation. Reverend Johannes Elison was minister of the Dutch Reformed Church in Norwich, England. In seventeenth century Dutch society, Protestant ministers were celebrated public figures. The portraits of Elison (MFA object no. 56.510) and his wife were probably commissioned by their son, a wealthy Amsterdam merchant. Such full-length portraits were substantially more costly than the more common bust and half-length formats. Rembrandt painted only three full-length portrait pairs, all about 1634, when he was trying to establish himself as an independent master.","1634, commissioned by Johannes Elison the Younger (b. 1606 - d. 1677), Amsterdam, by inheritance to his sister, Ann Elison Dover (b. 1614 - d. 1681) and her husband, Daniel Dover (b. 1619 - d. 1702), Ludham, Norfolk, England, by descent through their daughter, Mary Dover Colby (b. 1649 - d. 1718) to the Colby family, Yarmouth, England, Rev. Samuel Colby (b. 1781 - d. 1860), Little Ellingham Rectory, Norfolk, England [see note 1], June 30, 1860, posthumous Colby sale, Christie, Manson and Woods, London, lots 22 and 23, sold for 1850 gns. to Fisher (dealer), London [see note 2], 1863, sold by Fisher to Eugène Schneider (b. 1805 - d. 1875), Paris [see note 3], April 6, 1876, Schneider sale, Hôtel Drouot, Paris, lots 29 and 30, bought in and sold by the estate to Schneider's son, Henri Schneider (b. 1840 - d. 1898), Paris, by descent within the family and, by 1956, sold by the Schneider family, Paris, to Rosenberg and Stiebel, New York [see note 4], 1956, sold by Rosenberg and Stiebel to the MFA for $360,000 [see note 5]. (Accession Date: October 11, 1956);NOTES;[1] An English-language summary of the history of the portraits of Rev. Johannes Elison (b. about 1581 - d. 1639) and his wife, Maria Bockenolle (b. about 1590 - d. 1652), MFA accession nos. 56.510 and 56.511, can be found in J. Bruyn et al., A Corpus of Rembrandt Paintings (Dordrecht, 1986), vol. 2, cat. A98, pp. 532-540 (with additional bibliography). They were commissioned by the sitters' son, Johannes Elison the Younger, in 1634, and were bequeathed by him to his siblings. The two portraits were recorded in Yarmouth as early as 1763 by Horace Walpole (see Anecdotes of Painting in England, London, 1828, p. 5), and specifically in the Colby collection by Sylas Neville, see The Diary of Sylas Neville: 1767-1788, ed. Basil Cozens-Hardy (London, 1950), pp. 176-177, entry for August 26, 1772. The provenance was first published in the 1860 Colby sale catalogue.;[2] See the Art Journal (London), August 1860, p. 247.;[3] On Schneider's acquisition of the portraits, see W. B., ""Deux portraits innommés de Rembrandt,"" Révue Universelle des Arts 18 (1863): pp. 357-358, according to which Schneider purchased them in England. C. Hofstede de Groot, A Catalogue Raisonné of the Works of the Most Eminent Dutch Painters of the Seventeenth Century (London, 1916), vol. 6, p. 310, cat. no. 645, states specifically that Fisher sold them to Schneider in 1863.;[4] According to a letter from Saemy Rosenberg to Thomas Maytham of the MFA (October 24, 1956). Henri's son, Eugène Schneider (b. 1868 - d. 1942), lent the pair to the Exhibition of Dutch Art, 1450-1900 (Royal Academy of Arts, London, January 4 - March 9, 1929), cat. nos. 83-84.;[5] The portraits of Rev. Elison and his wife were sold together for this price."
